"country","Year","x","y"
"Qe",2010,7.84375578002073,16.7016268698499
"Re",2010,3.15331028355286,15.9772724341601
"Se",2010,1.55586076364852,8.15961037855595
"Te",2010,4.15660297917202,16.4430216737092
"Ue",2010,9.60315714520402,40.9753810157999
"Ve",2010,2.67023033951409,20.8476168736815
"We",2010,8.52852639020421,26.9224008866586
"Xe",2010,9.49854565015994,33.5229330053553
"Ye",2010,1.46737652388401,10.9019595389254
"Ze",2010,9.11026879027486,26.4962923279963
"Af",2010,6.09559784736484,16.8155572488904
"Bf",2010,5.73593530873768,20.2598446877673
"Cf",2010,4.62147704605013,24.2648705127649
"Df",2010,3.04072530614212,14.4384774477221
"Ef",2010,4.7228423662018,23.4817438279279
"Ff",2010,6.76672197319567,31.1665355511941
"Gf",2010,2.27336320653558,6.71413553133607
"Hf",2010,5.26299912086688,16.3810106078163
"If",2010,1.37688257405534,17.3303724667057
"Jf",2010,4.67376047885045,25.8339962973259
"Kf",2010,1.10412071156316,6.86625407170504
"Lf",2010,1.15152652212419,7.00683606928214
"Mf",2010,6.07904227892868,27.3912556837313
"Nf",2010,6.90533878444694,14.4080393328331
"Of",2010,5.34865128318779,20.2845835704356
"Pf",2010,3.42222674470395,10.8547556158155
"Qf",2010,8.04033361724578,33.080075182952
"Rf",2010,6.99622441851534,27.6559368558228
"Sf",2010,5.10895099746995,11.1431699693203
"Tf",2010,3.00933309015818,9.90436194464564
"Uf",2010,5.54919017315842,23.5326709076762
"Vf",2010,2.84790523536503,6.57180883362889
"Wf",2010,2.31985624879599,24.9051517643966
"Xf",2010,8.01664727879688,21.8194363270886
"Yf",2010,8.14927067304961,35.8820179300383
"Zf",2010,3.43661566241644,30.4044424062595
"Ag",2010,3.75023232912645,11.2974363267422
"Bg",2010,9.58838468207978,36.1773836431094
"Cg",2010,3.24427238572389,17.4785538977012
"Dg",2010,5.34205795661546,20.1687454744242
"Eg",2010,6.00405312329531,12.5394591819495
"Fg",2010,4.50887300400063,19.7171759088524
"Gg",2010,1.88016835507005,16.9985322053544
"Hg",2010,4.39205812010914,26.2486198092811
"Ig",2010,7.24192382930778,17.0453195725568
"Jg",2010,6.82158474181779,25.3579959822819
"Kg",2010,4.95467305905186,18.8332235934213
"Lg",2010,8.90254257968627,35.5548375779763
"Mg",2010,4.19821008434519,23.9957768442109
"Ng",2010,2.12841904954985,4.78061518399045
"Og",2010,5.99511398281902,18.7017610934563
"Pg",2010,3.44397346046753,22.0644748727791
"Qg",2010,5.29307235218585,31.4526793444529
"Rg",2010,5.16003839974292,26.1432793820277
"Sg",2010,2.98908305959776,12.1155786053278
"Tg",2010,5.05137426708825,27.6097695934586
"Ug",2010,8.38775135413744,31.0805968698114
"Vg",2010,7.98534777085297,31.2008750918321
"Wg",2010,4.5314951131586,13.186295427382
"Xg",2010,2.89507858431898,15.0514577790163
"Yg",2010,7.7913265209645,14.8338455311023
"Zg",2010,3.07929015764967,22.8208311796188
"Ah",2010,4.57183457072824,14.6642004344612
"Bh",2010,5.84743838990107,15.3831116156653
"Ch",2010,4.06257284269668,20.2294486071914
"Dh",2010,3.38445649761707,9.60693287523463
"Eh",2010,4.58900969382375,26.6779252472334
"Fh",2010,5.16677283355966,14.2540741786361
"Gh",2010,4.04488176945597,20.4432569122873
"Hh",2010,2.79658115748316,24.8581790444441
"Ih",2010,1.35225477814674,22.4759315806441
"Jh",2010,7.32231350801885,25.3457968556322
"Kh",2010,8.55379021330737,36.4236246133223
"Lh",2010,1.17632953333668,11.9916096678935
"Mh",2010,8.40912579814903,23.2468638760038
"Nh",2010,8.42890597484075,34.5538365086541
"Oh",2010,3.4868467359338,17.1900189816952
"Ph",2010,4.40421381592751,15.5346491113305
"Qh",2010,5.79779566312209,17.7205260246992
"Rh",2010,7.1995775073301,29.6929275891744
"Sh",2010,1.36990088457242,17.3917500036769
"Th",2010,4.42874975246377,18.1266633556224
"Uh",2010,4.64185715955682,18.9314052546397
"Vh",2010,9.48902451014146,24.7762898132205
"Wh",2010,2.30662196967751,15.2993949265219
"Xh",2010,2.80830522300676,8.6461757356301
"Yh",2010,2.12546406197362,15.536230111029
"Zh",2010,3.29313517641276,4.54392438940704
"Ai",2010,6.91706328163855,25.0181753532961
"Bi",2010,6.45910345506854,16.5745390374213
"Ci",2010,7.45017204177566,33.3716245340183
"Di",2010,9.13997695618309,22.6286750137806
"Ei",2010,7.88511563581415,27.5298641370609
"Fi",2010,6.06097399070859,10.8062551622279
"Gi",2010,1.93502280465327,18.3595706070773
"Hi",2010,7.24803593824618,12.2901370446198
"Ii",2010,2.05452706618235,4.6854213452898
"Ji",2010,2.62527265655808,21.6518169539049
"Ki",2010,6.31871752580628,25.6344292736612
"Li",2010,2.33104417845607,25.5726298652589
"Mi",2010,9.80899627297185,31.8830282306299
"Ni",2010,2.04134969809093,7.29825999028981
"Oi",2010,1.79746408294886,6.65117976116017
"Pi",2010,5.94848315883428,26.8478547772393
"Qi",2010,2.65610638842918,10.7020470164716
"Ri",2010,8.03281944640912,30.3793658954091
"Si",2010,9.88168539875187,19.8713218476623
"Ti",2010,4.85818823822774,15.7892495444976
"Ui",2010,3.04683272121474,11.4718457935378
"Vi",2010,9.69486434827559,33.9646768756211
"Wi",2010,5.30904649524018,18.3378223655745
"Xi",2010,9.17501415382139,24.8441601153463
"Yi",2010,3.7480755103752,26.3307587057352
"Zi",2010,9.1969676616136,40.5826235674322
